,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
1298,0312244266,Winter Solstice,Rosamunde Pilcher,2000,Thomas Dunne Books
1299,0446600342,Where There's Smoke,Sandra Brown,1994,Warner Books
1300,0446356859,Sunset Embrace,Sandra Brown,1990,Warner Books
1301,0446603082,Sweet Anger,Sandra Brown,1999,Warner Vision
1302,0446364312,Tempest in Eden,Sandra Brown,1996,Warner Books
1303,0446364150,Hidden Fires,Sandra Brown,1994,Warner Books
1304,0446356875,Another Dawn,Sandra Brown,1991,Warner Books
1305,0452282829,We Were the Mulvaneys,Joyce Carol Oates,1996,Plume
1306,034540761X,The Final Judgment,Richard North Patterson,1997,Ballantine Books
1307,0141001828,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nat Philbrick,2001,Penguin Books
1308,8817131628,Garzanti - Gli Elefanti: Gabbiano Jonathan Livingston,Bach,1994,Rizzoli - RCS Libri
1309,0060929871,Brave New World,Aldous Huxley,1998,Perennial
1310,0393312836,A Clockwork Orange (Norton Paperback Fiction),Anthony Burgess,1986,W. W. Norton & Company
1311,0553211757,Crime and Punishment (Crime & Punishment),Fyodor Dostoevsky,1984,Bantam
1312,0515093556,Belinda,Anne Rice,1994,Jove Books
1313,0385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor
1314,0061095540,Marrying Mom,Olivia Goldsmith,1997,HarperTorch
1315,0679732411,Gift from the Sea,Anne Morrow Lindbergh,1991,Pantheon Books
1316,0446606243,The Tenth Justice,Brad Meltzer,1998,Warner Books
1317,0316785261,The Fig Eater : A Novel,Jody Shields,2001,Back Bay Books
1318,0140049975,East of Eden,John Steinbeck,1984,Penguin Books
1319,0425174808,Tom Clancy's Op-Center: Divide and Conquer (Tom Clancy's Op Center (Paperback)),Tom Clancy,2000,Berkley Publishing Group
1320,884590184X,Siddharta Romanzo Versione Di M Mila,Hermann Hesse,1994,Adelphi Book Shop Ltd
1321,0451202856,Nothing but the Truth,John T. Lescroart,2001,Signet Book
1322,0142001430,Year of Wonders,Geraldine Brooks,2002,Penguin Books
1323,0609809547,Tales of a Female Nomad: Living at Large in the World,Rita Golden Gelman,2002,Three Rivers Press (CA)
1324,0440218667,The Select,F. Paul Wilson,1995,Dell
1325,0312984820,Night Embrace (Dark-Hunter),Sherrilyn Kenyon,2003,St. Martin's Paperbacks
1326,0060549270,A Greek God at the Ladies' Club (Avon Romance),Jenna McKnight,2003,Avon
1327,080410526X,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books
1328,031242227X,Running with Scissors: A Memoir,Augusten Burroughs,2003,Picador USA
1329,0553250256,Catcher in the Rye,Salinger,1984,Bantam Books
1330,0679721037,Hiroshima,John Hersey,1989,Vintage Books USA
1331,006093090X,The Night Listener : A Novel,Armistead Maupin,2001,Perennial
1332,038533494X,Sometimes I Dream in Italian,Rita Ciresi,2001,Delta
1333,0140270590,A New Song (Mitford Years (Paperback)),Jan Karon,2000,Viking Books
1334,0440235596,Tara Road,Maeve Binchy,2000,Dell Publishing Company
1335,0375504907,Reading Lolita in Tehran : A Memoir in Books,AZAR NAFISI,2003,Random House
1336,061810450X,The Wind Done Gone: A Novel,Alice Randall,2001,Houghton Mifflin
1337,0380816555,Practical Demonkeeping,Christopher Moore,2000,Perennial
1338,0441627404,The Once and Future King,T. H. White,1987,Ace Books
1339,0553562738,Doomsday Book,Connie Willis,1993,Spectra Books
1340,038070613X,Taliesin : Book One of the Pendragon Cycle (Pendragon Cycle),Stephen R. Lawhead,1990,Avon
1341,0380805421,Smart Vs. Pretty,Valerie Frankel,2000,Avon Trade
1342,042516098X,Hornet's Nest,Patricia Daniels Cornwell,1998,Berkley Publishing Group
1343,038549081X,The Handmaid's Tale : A Novel,Margaret Atwood,1998,Anchor
1344,0671041789,The Green Mile,Stephen King,1999,Pocket
1345,0439139597,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic
1346,0441005489,"Redwall (Redwall, Book 1)",Brian Jacques,1998,Ace Books
1347,0380726297,Sacred,Dennis Lehane,1998,HarperTorch
1348,044023672X,Answered Prayers,DANIELLE STEEL,2003,Dell
1349,0440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,Laurel
1350,1573229083,My Dream of You,Nuala O'Faolain,2002,Riverhead Books
1351,034540047X,The Hotel New Hampshire,John Irving,1995,Ballantine Books
1352,0380805995,Kiss of the Bees: A Novel of Suspense,J.A. Jance,2001,Avon
1353,0449003795,P Is for Peril,Sue Grafton,2002,Ballantine Books
1354,0446322180,Name of the Rose-Nla,Umberto Eco,1984,Warner Books
1355,1551668998,Beach House,Mary Alice Monroe,2002,Mira
1356,0515116173,Decider,Dick Francis,1995,Jove Books
1357,042516828X,Sudden Mischief,Robert B. Parker,1999,Berkley Publishing Group
1358,0446519081,The Tenth Insight : Holding the Vision,James Redfield,1996,Warner Books
1359,044651862X,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books
1360,0874776945,The Artist's Way : A Spiritual Path to Higher Creativity,Julia Cameron,1992,Jeremy P. Tarcher
1361,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic
1362,0425158640,Idoru,William Gibson,1997,Berkley Publishing Group
1363,0553210823,The Canterbury Tales (Bantam Classics),Geoffrey Chaucer,1982,Bantam
1364,0099993805,Pelican Brief,John Grisham,1994,Trafalgar Square
1365,0060988258,Running In Heels: A Novel,Anna Maxted,2002,Regan Books
1366,0451184963,Insomnia,Stephen King,1995,Signet Book
1367,0440220602,The Chamber,John Grisham,1995,Dell Publishing Company
1368,042513525X,Hideaway,Dean R. Koontz,1992,Berkley Publishing Group
1369,0440972329,A Ring of Endless Light (Austin Family),Madeleine L'Engle,1981,Laure Leaf
1370,0451156609,The Tommyknockers,Stephen King,1994,Signet Book
1371,034530988X,Friday,Robert Heinlein,1988,Del Rey Books
1372,1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor
1373,0553278118,Doctors,Erich Segal,1989,Bantam Books
1374,0425170349,Rainbow Six,Tom Clancy,2004,Berkley Publishing Group
1375,0380709538,Runaway Ralph (Cleary Reissue),Beverly Cleary,1991,HarperTrophy
1376,0743400526,She Said Yes : The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,2000,Pocket
1377,0671695169,Midnight Whispers (Cutler),V.C. Andrews,1992,Pocket
1378,0671695142,Twilight's Child (Cutler),V.C. Andrews,1992,Pocket
1379,0671729462,My Sweet Audrina,V.C. Andrews,1990,Pocket
1380,0446608955,A Walk to Remember,Nicholas Sparks,2000,Warner Books
1381,0440204194,Firefly Summer,Maeve Binchy,1989,Dell
1382,0449218473,Journey,James A. Michener,1994,Fawcett Books
1383,0440414806,Holes (Yearling Newbery),LOUIS SACHAR,2000,Yearling
1384,014038572X,The Outsiders (Now in Speak!),S. E. Hinton,1997,Puffin Books
1385,0440241073,The Summons,John Grisham,2002,Dell Publishing Company
1386,0553277243,Time Flies,BILL COSBY,1988,Bantam
1387,0553287303,Second Child,John Saul,1997,Bantam Books
1388,0451190521,The Green Mile: The Mouse on the Mile (Green Mile Series),Stephen King,1996,Signet Book
1389,0451190491,The Two Dead Girls (Green Mile Series),Stephen King,1996,Signet Book
1390,2253044903,Le Parfum : Histoire d'un meurtrier,Patrick SÃ?Â¼skind,1988,LGF
1391,0553205315,Road to Gandolfo,Robert Ludlum,1992,Bantam Doubleday Dell
1392,0449227421,The Third Twin,Ken Follett,1997,Fawcett Books
1393,3426600218,Dinopark/Jurassic Park,Michael Crichton,1994,Distribooks Inc
1394,0805010858,I Is for Innocent (A Kinsey Millhone Mystery),Sue Grafton,1992,Henry Holt & Company
1395,0451167716,The Godfather,Mario Puzo,2004,Signet Book
1396,0446606324,The Winner,David Baldacci,1998,Warner Vision
1397,0446604089,The Best Laid Plans,Sidney Sheldon,1998,Warner Books
1398,0451202473,Bones,Jan Burke,2001,Signet Book
1399,0515132187,The Villa,Nora Roberts,2002,Jove Books
1400,0449213447,The Chosen,Chaim Potok,1995,Fawcett Books
1401,0446670251,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books
1402,0425154092,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group
1403,0425179613,It's Not About the Bike: My Journey Back to Life,Lance Armstrong,2001,Berkley Publishing Group
1404,0375724370,Anil's Ghost (Vintage International),Michael Ondaatje,2001,Vintage Books USA
1405,0330253565,Honourable Schoolboy,John Le Carre,1994,Pan Books Ltd
1406,0671014196,The Summerhouse,Jude Deveraux,2002,Pocket
1407,0871136791,Cold Mountain,Charles Frazier,1997,Atlantic Monthly Press
1408,0553380095,The Heart of a Woman,Maya Angelou,1997,Bantam
1409,0743423682,Hollywood Wives - The New Generation,Jackie Collins,2002,Pocket
1410,0385496095,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,2000,Anchor Books/Doubleday
1411,1551667509,Haunted,Heather Graham,2003,Mira
1412,0679405283,The Tale of the Body Thief (Vampire Chronicles),Anne Rice,1992,Alfred A. Knopf
1413,0515137111,Birthright,Nora Roberts,2004,Jove Books
1414,0345456939,Gone Too Far,SUZANNE BROCKMANN,2004,Ballantine Books
1415,1551667371,Thicker Than Water,Maggie Shayne,2003,Mira Books
1416,0375406182,Plainsong,Kent Haruf,1999,Alfred A. Knopf
1417,0553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,Bantam
1418,0345389964,A Son of the Circus,John Irving,1995,Ballantine Books
1419,0679751521,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA
1420,0312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks
1421,0399144315,The Cat Who Saw Stars,Lilian Jackson Braun,1999,Putnam Pub Group
1422,0786883219,Brain Droppings,George Carlin,1998,Hyperion
1423,0375504613,A Short Guide to a Happy Life,ANNA QUINDLEN,2000,Random House
1424,0671001795,Two for the Dough,Janet Evanovich,1996,Pocket
1425,014034991X,Westing Game,Ellen Raskin,1992,Puffin Books
1426,0553274295,Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books
1427,0446600253,"Bless Me, Ultima",Rudolfo Anaya,1994,Warner Books
1428,0671039857,The End of the Rainbow (Hudson),V.C. Andrews,2001,Pocket
1429,0671039830,"Eye Of The Storm (Hudson, Book 3)",V.C. Andrews,2000,Pocket
1430,0671007696,Lightning Strikes (Hudson),V.C. Andrews,2000,Pocket
1431,067100767X,Rain,V.C. Andrews,2000,Pocket Books
1432,0316782262,All He Ever Wanted,Anita Shreve,2003,"Little, Brown"
1433,0446530387,Stone Kiss (Peter Decker & Rina Lazarus Novels (Hardcover)),Faye Kellerman,2002,Warner Books
1434,0688177743,Keeping Faith : A Novel,Jodi Picoult,2000,Perennial
1435,0375413634,The Emperor of Ocean Park (Today Show Book Club #1),Stephen L. Carter,2002,Alfred A. Knopf
1436,0425147762,Red Azalea,Anchee Min,1995,Berkley Publishing Group
1437,0670031062,Must Love Dogs: A Novel,Claire Cook,2002,Viking Books
1438,0679439382,The Little Friend,Donna Tartt,2002,Alfred A. Knopf
1439,0451179188,Throat,Peter Straub,1999,Signet Book
1440,0061098035,Burn Factor,Kyle Mills,2002,HarperTorch
1441,0786889837,Buried Evidence,Nancy Taylor Rosenberg,2002,Hyperion
1442,0804108749,Saint Maybe,ANNE TYLER,1992,Ivy Books
1443,0425121631,Rules of Prey,John Sandford,1992,Berkley Publishing Group
1444,0345402308,Fourth Procedure,STANLEY POTTINGER,1995,Ballantine Books
1445,0451168690,Mystery,Peter Straub,1997,Signet Book
1446,067945960X,Monster: A Novel,Jonathan Kellerman,1999,Random House Inc
1447,0380820846,Romancing Mister Bridgerton,Julia Quinn,2002,Avon
1448,0425153975,The Eyes of Darkness,Dean R. Koontz,1996,Berkley Publishing Group
1449,0425119653,Mutation,Robin Cook,1991,Berkley Publishing Group
1450,0553579983,And Then You Die,Iris Johansen,1998,Bantam
1451,0399149325,Portrait of a Killer: Jack the Ripper -- Case Closed,Patricia Cornwell,2002,G. P. Putnam's Sons
1452,0671744577,Eternity,Jude Deveraux,1992,Pocket
1453,0743233468,Bare Bones : A Novel,Kathy Reichs,2003,Scribner
1454,0804114986,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books
1455,0380808072,First Lady,Susan Elizabeth Phillips,2000,Avon
1456,067179356X,In the Name of Love : Ann Rule's Crime Files Volume 4 (Ann Rule's Crime Files),Ann Rule,1998,Pocket
1457,0446611808,Envy,Sandra Brown,2002,Warner Books
1458,0553583360,Slightly Shady,Amanda Quick,2002,Bantam Books
1459,0446600709,Assumed Identity,David Morrell,1994,Warner Books
1460,0425178579,Betrayal in Death,Nora Roberts,2001,Berkley Publishing Group
1461,1551669498,Girls Night,Stef Ann Holm,2002,Mira
1462,0316710571,Sam's Letters to Jennifer,James Patterson,2004,"Little, Brown"
1463,0399149821,Dirty Work,Stuart Woods,2003,Putnam Publishing Group
1464,0553802496,Odd Thomas,Dean Koontz,2003,Bantam
1465,0345452577,The Conspiracy Club,JONATHAN KELLERMAN,2003,Ballantine Books
1466,0316603287,The Lake House,James Patterson,2003,"Little, Brown"
1467,0425178102,Big Trouble,Dave Barry,2001,Berkley Publishing Group
1468,0553580515,Passage,Connie Willis,2002,Bantam Books
1469,0312985207,Stephen Coonts' Deep Black (Deep Black),Stephen Coonts,2003,St. Martin's Paperbacks
1470,0312981260,Temple,Matthew Reilly,2002,St. Martin's Paperbacks
1471,0451208765,Sleep No More,Greg Iles,2003,Signet Book
1472,0618129022,The Lord of the Rings (Movie Art Cover),J.R.R. Tolkien,2001,Houghton Mifflin Company
1473,0345423402,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002,Ballantine Books
1474,0345423429,A Caress of Twilight (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2003,Fawcett
1475,0743454146,The Footprints of God : A Novel,Greg Iles,2004,Pocket Star
1476,0449223795,The Homing,John Saul,1995,Fawcett Books
1477,0312144075,The Samurai's Garden : A Novel,Gail Tsukiyama,1996,St. Martin's Griffin
1478,0156007479,Slammerkin,Emma Donoghue,2002,Harvest Books
1479,0061031844,The Book of Shadows,James Reese,2002,HarperTorch
1480,0875421849,Living Wicca: A Further Guide for the Solitary Practitioner (Llewellyn's Practical Magick),Scott Cunningham,1993,Llewellyn Publications
1481,0786868619,Stolen Lives: Twenty Years in a Desert Jail,Malika Oufkir,2001,Talk Miramax Books
1482,0671723650,How To Win Friends And Influence People,Dale Carnegie,1990,Pocket
1483,0451206525,Dead Sleep,Greg Iles,2002,Signet Book
1484,0451167317,The Dark Half,Stephen King,1994,Signet Book
1485,0671517643,LITTLE WOMEN,Louisa May Alcott,1994,Pocket
1486,0345396936,Cry to Heaven,Anne Rice,1995,Ballantine Books
1487,0590466178,"Night of the Living Dummy (Goosebumps, No 7)",R. L. Stine,1995,Scholastic
1488,0312980159,Fast Women,Jennifer Crusie,2002,St. Martin's Press
1489,0312979886,Female Intelligence,Jane Heller,2002,St. Martin's Paperbacks
1490,0425173631,Witness in Death (Eve Dallas Mysteries (Paperback)),J. D. Robb,2004,Berkley Publishing Group
1491,0553212451,The Jungle (Bantam Classics),Upton Sinclair,1981,Bantam
1492,0451191137,Anthem,Ayn Rand,1996,Signet Book
1493,0679454489,Merrick (Vampire Chronicles),Anne Rice,2000,Alfred A. Knopf
1494,0679454470,"The Vampire Armand : The Vampire Chronicles (Rice, Anne, Vampire Chronicles)",Anne Rice,1998,Alfred A. Knopf
1495,0425176304,Judgment in Death,J. D. Robb,2004,Berkley Publishing Group
1496,087542791X,To Ride a Silver Broomstick: New Generation Witchcraft,Silver Ravenwolf,1993,Llewellyn Publications
1497,0679720200,The Stranger,ALBERT CAMUS,1989,Vintage
1498,0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks
1499,0060507845,"A Promising Man (and About Time, Too)",Elizabeth Young,2002,Avon Trade
1500,0446670111,Einstein's Dreams,Alan Lightman,1994,Warner Books
1501,0312979096,Now You See Me,Tina Wainscott,2002,St. Martin's Paperbacks
1502,0345391829,"Life, the Universe, and Everything (Hitchhiker's Trilogy (Paperback))",DOUGLAS ADAMS,1995,Ballantine Books
1503,0553282816,The Blooding,JOSEPH WAMBAUGH,1989,Bantam
1504,0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,Bantam
1505,0553279556,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,Bantam
1506,0345420438,The Tailor of Panama,John Le Carre,1997,Ballantine Books
1507,0345384911,Crystal Line,Anne McCaffrey,1993,Del Rey Books
1508,0451191013,The Regulators,Stephen King,2002,Signet Book
1509,0553564943,Magician: Apprentice (Riftwar Saga),RAYMOND FEIST,1993,Bantam
1510,0375725849,Perfume: The Story of a Murderer (Vintage International),Patrick Suskind,2001,Vintage Books USA
1511,0671701231,The Anastasia Syndrome,Mary Higgins Clark,1991,Pocket
1512,0553290266,Golden Orange,Joseph Wambaugh,1991,Bantam Books
1513,0449204553,A Walk Across America,Peter Jenkins,1989,Fawcett Books
1514,0446605409,Plum Island,Nelson DeMille,1998,Warner Books
1515,0061009504,Shinju,Laura Joh Rowland,1996,HarperTorch
1516,0679776818,Birdsong: A Novel of Love and War,Sebastian Faulks,1997,Vintage Books USA
1517,0440224713,Total Recall: A V.I. Warshawski Novel,Sara Paretsky,2002,Dell Publishing Company
1518,0553280414,A Separate Peace,John Knowles,1985,Bantam Books
1519,0373484232,Stanislaski Sisters,Nora Roberts,2001,Silhouette
1520,0345440765,The World Below (Ballantine Reader's Circle),SUE MILLER,2002,Ballantine Books
1521,0517706814,The Law of Love,Laura Esquivel,1996,Random House Value Pub
1522,0689710682,Mrs. Frisby and the Rats of Nimh,Robert C. O'Brien,1986,Aladdin
1523,0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic
1524,014034893X,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,1991,Puffin Books
1525,0385498799,Bee Season,Myla Goldberg,2000,Doubleday Books
1526,0064471837,Sabriel (The Abhorsen Trilogy),Garth Nix,1997,HarperTrophy
1527,0345366239,The Eight,Katherine Neville,1995,Ballantine Books
1528,0330262130,Restaurant At the End of the Universe,Douglas Adams,1994,Pan Books Ltd
1529,0684832178,CHOCOLATE FOR A WOMANS SOUL : 77 STORIES TO FEED YOUR SPIRIT AND WARM YOUR HEART (Chocolate),Kay Allenbaugh,1997,Fireside
1530,0380752891,"Man from Mundania (Xanth Trilogy, No 12)",Piers Anthony,1990,Harper Mass Market Paperbacks
1531,0812969812,Blessings : A Novel,ANNA QUINDLEN,2003,Random House Trade Paperbacks
1532,0451163524,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1997,Signet Book
1533,0452280621,Beloved,Toni Morrison,1998,Plume Books
1534,0451166582,The Eyes of the Dragon,Stephen King,2001,Signet Book
1535,0671026011,The Empty Chair,Jeffery Deaver,2001,Pocket
1536,055337933X,Fierce Invalids Home from Hot Climates,TOM ROBBINS,2001,Bantam
1537,0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press
1538,0345439104,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,2001,Ballantine Books
1539,0061031410,Courting Trouble,Lisa Scottoline,2003,HarperTorch
1540,0553575384,To Say Nothing of the Dog,Connie Willis,1998,Bantam
1541,0449214176,Bluebeard's Egg and Other Stories,Margaret Atwood,1987,Fawcett Books
1542,0061031070,Moving Target,Elizabeth Lowell,2002,Avon Books
